Work_ID,MP_Name,State,Constituency,Work_Type,District,Date,Amount,Payment_Status,work_description,risk_score,risk_level,reason,cost_score,cost_z,cost_ratio,cost_peer_group,mismatch_score,Declared_Work_Type,Predicted_Work_Type,Confidence_In_Declared_Type,conc_score,conc_score_per_work,conc_ratio,portfolio_share,dup_score,dup_similarity,duplicate_of_work_id,dup_amount_corroborated,dup_reason,comparison_group,evidence
WS/MP18238/2024-2025/145038,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,Street lights,BALLIA,08-Apr-2026,258677.0,Completed,"Block Revati,1 piece in front of the house of Brijnath Upadhyay alias Feku Upadhyay",22,Medium - Worth Reviewing,"Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Street lights' (model gives the declared category only 3.4% match confidence).",0,0.4092691707858422,1.1603976296535548,state,22,Street lights,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0343,0,0,2.1581050030126314,0.41930709221157497,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 0, 'z': 0.41, 'ratio_to_peer_median': 1.16, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0343}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.16, 'portfolio_share': 0.419}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP300/2025-2026/195460,Smt Aparajita Sarangi,Odisha,BHUBANESWAR,Construction of community centers and community halls,KHORDHA,24-Jun-2025,300000.0,Completed,"Construction of Cultural Centre at 4th Phase Housing Board Colony, Dumduma, Ward No-65, Bhubaneswar Block",22,Medium - Worth Reviewing,"Description reads as 'Construction of buildings for community cultural activities', not the declared 'Construction of community centers and community halls' (model gives the declared category only 5.5% match confidence).",0,-0.6745,0.603625373996221,national,22,Construction of community centers and community halls,Construction of buildings for community cultural activities,0.0553,0,0,0.20108303321690624,0.13043478260869565,0,0.0,,False,,Construction of community centers and community halls,"{'cost_anomaly': {'score': 0, 'z': -0.67, 'ratio_to_peer_median': 0.6, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0553}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.2, 'portfolio_share': 0.13}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18049/2025-2026/181687,TOKHAN SAHU,Chhattisgarh,BILASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",MUNGELI,27-Nov-2025,99920.0,Completed,"SHANIDEV MANDIR KE PAAS CONCRITIKARAN, KUDHURTAL",22,Medium - Worth Reviewing,"Description reads as 'Lighting of public spaces', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 4.0% match confidence).",0,-4.202839501415789,0.16653333333333337,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Lighting of public spaces,0.0402,0,0,2.9116005376260614,0.6355440994946538,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -4.2, 'ratio_to_peer_median': 0.17, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0402}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.91, 'portfolio_share': 0.636}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18069/2024-2025/175917,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Lighting of public spaces,KANGRA,21-Jan-2026,331500.0,Completed,solar lights 20 nos,22,Medium - Worth Reviewing,"Description reads as 'Street lights', not the declared 'Lighting of public spaces' (model gives the declared category only 5.2% match confidence).",0,0.6745,1.7394726485635585,state,22,Lighting of public spaces,Street lights,0.0516,0,0,0.8078028962045128,0.1515100854488868,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 0, 'z': 0.67, 'ratio_to_peer_median': 1.74, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0516}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.81, 'portfolio_share': 0.152}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP386/2024-2025/142488,Shri Hanuman Beniwal,Rajasthan,NAGAUR,"Purchase of IT systems, including hardware and software for educational purposes",NAGAUR,04-Apr-2025,261103.0,Completed,Purchasing of Software and other Gadgets for Digitalization Library of Government College of Khinwsar,22,Medium - Worth Reviewing,"Description reads as 'Purchase of furniture and fixtures for educational purposes', not the declared 'Purchase of IT systems, including hardware and software for educational purposes' (model gives the declared category only 4.3% match confidence).",0,-0.8625554432245702,0.543964583333333,national,22,"Purchase of IT systems, including hardware and software for educational purposes",Purchase of furniture and fixtures for educational purposes,0.0433,0,0,0.7926945563448841,0.020963445992429337,0,0.0,,False,,"Purchase of IT systems, including hardware and software for educational purposes","{'cost_anomaly': {'score': 0, 'z': -0.86, 'ratio_to_peer_median': 0.54, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0433}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.79, 'portfolio_share': 0.021}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP386/2024-2025/142490,Shri Hanuman Beniwal,Rajasthan,NAGAUR,Purchase of furniture and fixtures for educational purposes,NAGAUR,04-Apr-2025,299850.0,Completed,Purchasing of Furniture for Government College Khinwsar,22,Medium - Worth Reviewing,"Description reads as 'Purchase of IT systems, including hardware and software for educational purposes', not the declared 'Purchase of furniture and fixtures for educational purposes' (model gives the declared category only 3.5% match confidence).",0,-1.7378690913524637,0.2998500000000001,national,22,Purchase of furniture and fixtures for educational purposes,"Purchase of IT systems, including hardware and software for educational purposes",0.0348,0,0,0.1721650342020893,0.008258920646522136,0,0.0,,False,,Purchase of furniture and fixtures for educational purposes,"{'cost_anomaly': {'score': 0, 'z': -1.74, 'ratio_to_peer_median': 0.3, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0348}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.17, 'portfolio_share': 0.008}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18069/2024-2025/165740,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Lighting of public spaces,KANGRA,21-Jan-2026,190575.0,Completed,Installation of solar lights in various places in GP BHOGARWAN.,22,Medium - Worth Reviewing,"Description reads as 'Street lights', not the declared 'Lighting of public spaces' (model gives the declared category only 4.7% match confidence).",0,0.0,1.0000000000000004,state,22,Lighting of public spaces,Street lights,0.0465,0,0,0.8078028962045128,0.1515100854488868,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 0, 'z': 0.0, 'ratio_to_peer_median': 1.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0465}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.81, 'portfolio_share': 0.152}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18380/2024-2025/149529,VINOD KUMAR BIND,Uttar Pradesh,BHADOHI,Lighting of public spaces,BHADOHI,08-Jan-2026,118993.0,Completed,Bhaishata me Primary school ke pas,22,Medium - Worth Reviewing,"Description reads as 'Construction of rooms and halls in school and colleges', not the declared 'Lighting of public spaces' (model gives the declared category only 9.4% match confidence).",0,-1.0500885900024348,0.6755975699767218,state,22,Lighting of public spaces,Construction of rooms and halls in school and colleges,0.0941,0,0,7.364097723182382,1.0,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 0, 'z': -1.05, 'ratio_to_peer_median': 0.68, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0941}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 7.36, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18170/2024-2025/161855,AMRARAM,Rajasthan,SIKAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",SIKAR,25-Mar-2026,498927.0,Completed,CC block construction work from Shri Ratan Balai's Dhani to Kishori Lal Sharma's Dhani in village Sawaipura,22,Medium - Worth Reviewing,"Description reads as 'Improvement of electricity distribution infrastructure', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 7.9% match confidence).",0,-0.0026847268253248607,0.9992949833660144,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Improvement of electricity distribution infrastructure,0.0789,0,0,1.9023605985261933,0.5099877360360333,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -0.0, 'ratio_to_peer_median': 1.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0789}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.9, 'portfolio_share': 0.51}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18220/2024-2025/147971,ANOOP PRADHAN BALMIKI,Uttar Pradesh,HATHRAS (SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",ALIGARH,25-Jan-2025,1725219.0,Completed,Gram Arniyan Kwaza Raju Block Iglas mai Prathmik Vidhyaley se Zila Kesri Shohan Singh Pehlwan kai ghar ki taraf 140 miter interlocking karya,22,Medium - Worth Reviewing,"Description reads as 'Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 8.6% match confidence).",0,1.0513989487543425,1.7611875577768177,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",0.0861,0,0,9.981771096400466,0.7287619558910757,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': 1.05, 'ratio_to_peer_median': 1.76, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0861}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 9.98, 'portfolio_share': 0.729}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18166/2024-2025/164699,LUMBARAM,Rajasthan,JALORE,Construction of rooms and halls in school and colleges,JALORE,27-Jun-2025,493610.0,Completed,"Interlocking Block Kharanja Road construction, wall construction and roofing work in Government Upper Primary School Kibla, Village- Kibla, GP Dantlawas, Panchayat Samiti-Jaswantpura, Jalore.",22,Medium - Worth Reviewing,"Description reads as 'Construction of footpaths and pedestrian ways', not the declared 'Construction of rooms and halls in school and colleges' (model gives the declared category only 6.9% match confidence).",0,-0.6620322794754919,0.7052780476653138,state,22,Construction of rooms and halls in school and colleges,Construction of footpaths and pedestrian ways,0.0686,0,0,1.2894537367837307,0.09235136570566,0,0.0,,False,,Construction of rooms and halls in school and colleges,"{'cost_anomaly': {'score': 0, 'z': -0.66, 'ratio_to_peer_median': 0.71, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0686}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.29, 'portfolio_share': 0.092}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18324/2024-2025/151880,BHARATBHAI MANUBHAI SUTARIYA,Gujarat,AMRELI,"Construction of roads, link roads, pathways or any other road with or without drainage system",AMRELI,05-Aug-2025,300000.0,Completed,Block paving work at crematorium in Pipallag village,22,Medium - Worth Reviewing,"Description reads as 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 8.2% match confidence).",0,0.0,1.0000000000000004,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,0.0817,0,0,3.1410299504630776,1.0,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': 0.0, 'ratio_to_peer_median': 1.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0817}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.14, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP414/2025-2026/196132,Ajay Kumar Mandal,Bihar,BHAGALPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",BHAGALPUR,24-Mar-2026,1114390.0,Completed,Construction work of RCC drain from the last corner of Mount Assisi School to Next corner of North Direction in Barari Panchayat Ward 06 under Sabour Block.,22,Medium - Worth Reviewing,"Description reads as 'Providing drains and gutters for public drainage', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 4.6% match confidence).",0,0.23455825606067804,1.1233392665416997,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Providing drains and gutters for public drainage,0.0457,0,0,0.8891677621740002,0.20513014159982534,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': 0.23, 'ratio_to_peer_median': 1.12, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0457}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.89, 'portfolio_share': 0.205}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18170/2024-2025/151380,AMRARAM,Rajasthan,SIKAR,Purchase of furniture and fixtures for educational purposes,SIKAR,30-Mar-2026,294500.0,Completed,Furniture with repair work Shahid Liaquat Ali Government Higher Secondary School Khirwa Panchayat Samiti Laxmangarh,22,Medium - Worth Reviewing,"Description reads as 'Purchase of smart boards, visual display units and projectors', not the declared 'Purchase of furniture and fixtures for educational purposes' (model gives the declared category only 3.9% match confidence).",0,-1.7638451500086276,0.29450000000000015,national,22,Purchase of furniture and fixtures for educational purposes,"Purchase of smart boards, visual display units and projectors",0.0385,0,0,0.169093221852644,0.022791300487083756,0,0.0,,False,,Purchase of furniture and fixtures for educational purposes,"{'cost_anomaly': {'score': 0, 'z': -1.76, 'ratio_to_peer_median': 0.29, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0385}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.17, 'portfolio_share': 0.023}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18218/2025-2026/182800,ATUL GARG,Uttar Pradesh,GHAZIABAD,"Construction of roads, link roads, pathways or any other road with or without drainage system",HAPUR,10-Feb-2026,200141.0,Completed,jogipura me marghat wale raste par kharnja,22,Medium - Worth Reviewing,"Description reads as 'Lighting of public spaces', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 3.9% match confidence).",0,-2.9501057718973436,0.20431367785829513,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Lighting of public spaces,0.0386,0,0,2.463297301525627,0.9762329240032698,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -2.95, 'ratio_to_peer_median': 0.2, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0386}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.46, 'portfolio_share': 0.976}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18204/2024-2025/154446,ANAND KUMAR,Uttar Pradesh,BAHRAICH(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",BAHRAICH,15-Nov-2025,702007.0,Completed,Bakshipura Near Shiv Sati Mandir/Kabristan ke pass Alok Pathak Ke ghar Ke samne Dinesh Mishra Ke Ghar Ke Taraf Interlocking and Nali Nirman Karya,22,Medium - Worth Reviewing,"Description reads as 'Installing hand pumps', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 7.5% match confidence).",0,-0.6189218583420351,0.7166429269978075,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Installing hand pumps,0.0755,0,0,10.945920928626041,1.0,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -0.62, 'ratio_to_peer_median': 0.72, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0755}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 10.95, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18335/2025-2026/210206,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",JASHPUR,31-Dec-2025,1499980.0,Completed,Construction of returning wall,22,Medium - Worth Reviewing,"Description reads as 'Construction of boundary walls of existing public and community buildings', not the declared 'Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides' (model gives the declared category only 9.3% match confidence).",0,0.7019180216487481,2.131992734771976,national,22,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Construction of boundary walls of existing public and community buildings,0.0931,0,0,4.166203333333334,0.15998201858129,0,0.0,,False,,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","{'cost_anomaly': {'score': 0, 'z': 0.7, 'ratio_to_peer_median': 2.13, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0931}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 4.17, 'portfolio_share': 0.16}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18352/2025-2026/176004,RAJEEV RAI,Uttar Pradesh,GHOSI,"Construction of roads, link roads, pathways or any other road with or without drainage system",MAU,15-Nov-2025,762855.0,Completed,janpad mau vikas khand ghosi gram sabha semari zamalpur harijan basti shreekant pradhaan ke ghar ke saamne hote hue ghura harijan ke ghar ke aage tak interlocking (172 meter),22,Medium - Worth Reviewing,"Description reads as 'Lighting of public spaces', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 9.2% match confidence).",0,-0.464506809967205,0.778759528145606,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Lighting of public spaces,0.0925,0,0,3.152870455370795,0.4261938887310418,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -0.46, 'ratio_to_peer_median': 0.78, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0925}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 3.15, 'portfolio_share': 0.426}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18083/2024-2025/165564,CAPTAIN BRIJESH CHOWTA,Karnataka,DAKSHINA KANNADA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DAKSHINA KANNADA,09-Jul-2025,199590.0,Completed,Construction of drainage near house of Bastipadpu Kumar Bangera in Ullala Municipal Corporation of Mangalore Assembly Constituency,22,Medium - Worth Reviewing,"Description reads as 'Providing drains and gutters for public drainage', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 5.5% match confidence).",0,-3.397416376727263,0.39918000000000026,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Providing drains and gutters for public drainage,0.0555,0,0,0.8459061553505528,0.5191511179915802,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -3.4, 'ratio_to_peer_median': 0.4, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0555}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.85, 'portfolio_share': 0.519}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP429/2024-2025/155510,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,Construction of footpaths and pedestrian ways,KORBA,08-Apr-2026,199861.0,Completed,"Construction of CC Flooring near Ram Sagar Talab in Gram Panchayat - Lafa , Vikas Khand - Pali",22,Medium - Worth Reviewing,"Description reads as 'Renovation of ponds and lakes', not the declared 'Construction of footpaths and pedestrian ways' (model gives the declared category only 3.0% match confidence).",0,-0.44465420731755795,0.6724344232439542,national,22,Construction of footpaths and pedestrian ways,Renovation of ponds and lakes,0.0303,0,0,1.2971731872930459,0.037089296127719745,0,0.0,,False,,Construction of footpaths and pedestrian ways,"{'cost_anomaly': {'score': 0, 'z': -0.44, 'ratio_to_peer_median': 0.67, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0303}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.3, 'portfolio_share': 0.037}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP429/2024-2025/155511,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,Construction of buildings for community cultural activities,KORBA,08-Apr-2026,149770.0,Completed,"Chabutra construction near Raksha Budha in Gram Panchayat - Lafa , Vikas Khand - Pali",22,Medium - Worth Reviewing,"Description reads as 'Renovation of ponds and lakes', not the declared 'Construction of buildings for community cultural activities' (model gives the declared category only 8.4% match confidence).",0,-1.6287521719770681,0.49923333333333353,state,22,Construction of buildings for community cultural activities,Renovation of ponds and lakes,0.0839,0,0,6.931985000000004,0.22445325019176676,0,0.0,,False,,Construction of buildings for community cultural activities,"{'cost_anomaly': {'score': 0, 'z': -1.63, 'ratio_to_peer_median': 0.5, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0839}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 6.93, 'portfolio_share': 0.224}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18155/2024-2025/141712,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",HOSHIARPUR,13-Nov-2025,200000.0,Completed,Construction of Streets & Drains,22,Medium - Worth Reviewing,"Description reads as 'Providing drains and gutters for public drainage', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 6.2% match confidence).",0,-0.6023830678554296,0.666666666666667,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Providing drains and gutters for public drainage,0.0623,0,0,2.5356082141773797,0.5959949679252734,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -0.6, 'ratio_to_peer_median': 0.67, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0623}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.54, 'portfolio_share': 0.596}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP021/2025-2026/177236,Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,Lighting of public spaces,NAINITAL,02-Feb-2026,251547.0,Completed,Janpad Nainital ke antargat gram Mhatoliya Gaon PahadPani vikaskhand Dhari Mein Vidyut sarvjanik Sthan Mein Transformer Mein Vidyut line shift karne Hetu,22,Medium - Worth Reviewing,"Description reads as 'Improvement of electricity distribution infrastructure', not the declared 'Lighting of public spaces' (model gives the declared category only 4.8% match confidence).",0,0.8105348852171186,1.2545859891671904,national,22,Lighting of public spaces,Improvement of electricity distribution infrastructure,0.0483,0,0,0.09322936587708916,0.5023184203589658,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 0, 'z': 0.81, 'ratio_to_peer_median': 1.25, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0483}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.09, 'portfolio_share': 0.502}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18380/2024-2025/151905,VINOD KUMAR BIND,Uttar Pradesh,BHADOHI,Lighting of public spaces,BHADOHI,09-Jan-2026,118971.0,Completed,Ward Nu 13 Bhadohi me IICT me Sadak ke Kinare,22,Medium - Worth Reviewing,"Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Lighting of public spaces' (model gives the declared category only 4.8% match confidence).",0,-1.0505837056137268,0.6754726622381196,state,22,Lighting of public spaces,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.0475,0,0,7.364097723182382,1.0,0,0.0,,False,,Lighting of public spaces,"{'cost_anomaly': {'score': 0, 'z': -1.05, 'ratio_to_peer_median': 0.68, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0475}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 7.36, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
